id,hotel_name,address,city,country,registration_date,latest_booking,total_bookings
1109,"Heathcote, Wyman and Cummings",427 Glacier Hill Avenue,Florianópolis,BR,2021-11-23,2022-01-19,677
1110,Legros-Monahan,06202 Maple Wood Place,Santos,BR,2021-11-23,2022-05-01,30
1111,Fadel-Dach,9903 Golden Leaf Place,Porto Alegre,BR,2021-11-23,2022-04-26,414
1112,"Labadie, Johnston and Kerluke",60 Di Loreto Terrace,Rio de Janeiro,BR,2021-11-23,2022-03-15,441
1113,"Ankunding, Turner and Goldner",23 Dennis Hill,Brasilia,BR,2021-11-24,2022-08-20,422
1114,Paucek-Windler,6 Annamark Road,Fortaleza,BR,2021-11-24,2022-03-16,128
1115,Davis-Thompson,664 Onsgard Alley,São Paulo,BR,2021-11-24,2022-05-16,401
1116,Labadie-Prosacco,48557 Spenser Pass,Santos,BR,2021-11-24,2022-03-08,212
1117,Weissnat-Ernser,0573 Becker Road,Porto Alegre,BR,2021-11-24,2022-03-01,513
1118,Powlowski-Nienow,619 Crownhardt Place,Santos,BR,2021-11-25,2022-08-17,51
1119,Corkery-Sipes,8 Lotheville Point,Santos,BR,2021-11-25,2022-03-14,143
1120,Green-Roberts,5 Bobwhite Avenue,Santos,BR,2021-11-25,2022-02-04,491
1121,"Murray, Haley and Mueller",7892 Thompson Court,Florianópolis,BR,2021-11-25,2022-01-02,561
1122,Legros Group,36370 Pine View Avenue,Rio de Janeiro,BR,2021-11-26,2022-01-03,682
1123,Wintheiser-Walter,2 Dapin Road,Porto Alegre,BR,2021-11-27,2022-09-10,467
1124,Prosacco-Parisian,9 Hazelcrest Parkway,São Paulo,BR,2021-11-27,2022-07-06,495
1125,Lueilwitz Inc,93087 2nd Place,Rio de Janeiro,BR,2021-11-27,2022-02-03,180
1126,Quitzon Inc,3039 Armistice Point,Fortaleza,BR,2021-11-27,2022-08-26,709
1127,Howe Group,574 Sullivan Point,Fortaleza,BR,2021-11-28,2022-01-09,49
1128,"Waelchi, Reilly and Marks",80 Amoth Place,Florianópolis,BR,2021-11-28,2022-07-22,724
1129,"Botsford, Bednar and Windler",27 Susan Junction,Rio de Janeiro,BR,2021-11-29,2022-01-04,260
1130,Frami LLC,4343 Loftsgordon Junction,São Paulo,BR,2021-11-29,2022-08-15,336
1131,Konopelski-Kessler,829 Forster Terrace,Fortaleza,BR,2021-11-29,2022-01-20,88
1132,Koepp and Sons,77500 Algoma Pass,Rio de Janeiro,BR,2021-11-29,2022-05-11,29
1133,Smith LLC,3488 Schurz Drive,Porto Alegre,BR,2021-11-30,2022-05-08,546
1134,Littel Inc,933 Sutherland Road,Santos,BR,2021-11-30,2022-09-07,33
1135,"Borer, Hackett and Stamm",5 Cherokee Junction,Rio de Janeiro,BR,2021-11-30,2022-03-26,396
1136,Bartell-Lynch,251 Texas Place,São Paulo,BR,2021-12-01,2022-07-28,160
1137,Dare Group,42 Northridge Pass,Porto Alegre,BR,2021-12-02,2022-01-10,373
1138,Hermann-Parker,5080 Dunning Junction,Rio de Janeiro,BR,2021-12-02,2022-09-30,266
1139,Runte-Cronin,628 Burning Wood Point,Florianópolis,BR,2021-12-03,2022-06-26,30
1140,Jacobson LLC,8637 Brentwood Way,Rio de Janeiro,BR,2021-12-03,2022-06-18,467
1141,Murray Group,75 Upham Circle,São Paulo,BR,2021-12-03,2022-07-18,425
1142,Jacobson-Leuschke,977 Eagan Point,Florianópolis,BR,2021-12-04,2022-10-01,110
1143,Ondricka-Hilpert,9 Darwin Way,Porto Alegre,BR,2021-12-04,2022-08-23,46
1144,"Blanda, Ruecker and White",23777 Corscot Plaza,Brasilia,BR,2021-12-04,2022-03-28,413
1145,Lowe and Sons,9 Wayridge Junction,Santos,BR,2021-12-04,2022-08-18,563
1146,Strosin-Grant,4191 Vermont Drive,Porto Alegre,BR,2021-12-04,2022-01-19,220
1147,"Beier, Schimmel and Volkman",41 1st Hill,Santos,BR,2021-12-05,2022-07-29,150
1148,Lebsack LLC,129 Pennsylvania Lane,Florianópolis,BR,2021-12-05,2022-04-20,465
1149,"DuBuque, Pouros and Gleason",28 Lakewood Junction,Fortaleza,BR,2021-12-05,2022-06-30,443
1150,"Wiegand, Dietrich and Gorczany",143 Schurz Parkway,Brasilia,BR,2021-12-05,2022-08-22,152
1151,"Kirlin, Klein and Lowe",735 Clyde Gallagher Drive,Porto Alegre,BR,2021-12-05,2022-01-31,636
1152,Williamson-Beahan,257 Hagan Crossing,Santos,BR,2021-12-05,2022-01-28,339
1153,"Kub, Grimes and Goodwin",947 Warbler Court,Florianópolis,BR,2021-12-06,2022-05-17,307
1154,"O'Connell, Ferry and Wiegand",03 Goodland Way,São Paulo,BR,2021-12-06,2022-03-29,601
1155,Douglas-Wisoky,8 Lighthouse Bay Terrace,Rio de Janeiro,BR,2021-12-06,2022-09-28,692
1156,"Reynolds, Mohr and Homenick",6 Commercial Drive,Brasilia,BR,2021-12-06,2022-09-28,236
1157,Mohr Group,0238 Eggendart Court,Florianópolis,BR,2021-12-07,2022-03-29,738
1158,"Bauch, Ryan and Goodwin",0 Corry Junction,Fortaleza,BR,2021-12-07,2022-06-17,33
1159,Wiza-Stokes,146 Morningstar Pass,Rio de Janeiro,BR,2021-12-08,2022-04-26,81
1160,Metz and Sons,49750 Muir Junction,Porto Alegre,BR,2021-12-08,2022-07-12,220
1161,Jacobs LLC,2 Bashford Crossing,Santos,BR,2021-12-08,2022-02-03,388
1162,Shanahan-Borer,557 Dexter Lane,Florianópolis,BR,2021-12-09,2022-05-01,793
1163,Lemke and Sons,08561 Carpenter Plaza,Fortaleza,BR,2021-12-09,2022-06-25,314
1164,Hoppe-Lowe,556 Lien Street,Florianópolis,BR,2021-12-09,2022-05-11,585
1165,"Considine, Sanford and Walker",35724 Pepper Wood Parkway,Porto Alegre,BR,2021-12-09,2022-04-02,136
1166,Yost and Sons,1 Loftsgordon Court,Santos,BR,2021-12-09,2022-10-04,239
1167,Adams LLC,6 Troy Crossing,Fortaleza,BR,2021-12-09,2022-06-20,377
1168,Davis-Greenholt,4 Merry Point,São Paulo,BR,2021-12-09,2022-01-18,499
1169,Ratke Group,6572 Lien Alley,Florianópolis,BR,2021-12-10,2022-08-18,550
1170,"Kuhn, Wyman and Koss",6 Thompson Court,Florianópolis,BR,2021-12-10,2022-05-02,113
1171,"Powlowski, Berge and Mann",368 Brickson Park Avenue,Rio de Janeiro,BR,2021-12-11,2022-08-22,779
1172,"Sauer, Schneider and Cole",4842 Ruskin Terrace,Santos,BR,2021-12-11,2022-01-22,534
1173,Considine-Armstrong,3 Muir Road,Santos,BR,2021-12-11,2022-09-30,147
1174,Hyatt-Krajcik,44058 Northridge Hill,Santos,BR,2021-12-11,2022-03-23,351
1175,"Johnston, Hyatt and Shields",56 Stuart Alley,Fortaleza,BR,2021-12-11,2022-03-18,578
1176,Prosacco LLC,560 Green Ridge Street,Porto Alegre,BR,2021-12-11,2022-09-22,481
1177,Schuppe LLC,228 Toban Hill,Porto Alegre,BR,2021-12-12,2022-02-28,163
1178,Russel Group,08066 Granby Park,Rio de Janeiro,BR,2021-12-12,2022-04-03,405
1179,"Tromp, Volkman and Volkman",18757 Upham Avenue,Santos,BR,2021-12-12,2022-06-16,15
1180,Schinner Group,319 Elmside Terrace,Porto Alegre,BR,2021-12-12,2022-04-03,152
1181,Cole and Sons,87689 American Ash Pass,Florianópolis,BR,2021-12-12,2022-04-05,752
1182,"Labadie, Cremin and Pacocha",8 Maryland Center,São Paulo,BR,2021-12-12,2022-01-24,776
1183,Wolf Inc,93419 Fulton Street,Fortaleza,BR,2021-12-13,2022-08-14,479
1184,Rau Inc,78992 4th Parkway,Santos,BR,2021-12-13,2022-09-21,793
1185,"Yost, Kozey and Gorczany",4768 Cherokee Park,Rio de Janeiro,BR,2021-12-13,2022-05-28,67
1186,Farrell LLC,4 Graceland Parkway,Rio de Janeiro,BR,2021-12-13,2022-08-20,196
1187,Parisian-Gerhold,58 Larry Center,São Paulo,BR,2021-12-13,2022-05-25,796
1188,"Bosco, Will and Marquardt",2501 Dryden Road,Santos,BR,2021-12-14,2022-01-31,396
1189,"Wyman, Schumm and Monahan",4805 Continental Junction,Fortaleza,BR,2021-12-15,2022-03-01,199
1190,"Bergnaum, Abshire and Haley",1402 Lotheville Road,Rio de Janeiro,BR,2021-12-15,2022-09-19,301
1191,Romaguera Group,2 Hazelcrest Street,São Paulo,BR,2021-12-15,2022-03-30,237
1192,Ritchie and Sons,93230 Norway Maple Center,Fortaleza,BR,2021-12-15,2022-01-25,564
1193,D'Amore Inc,94 8th Lane,Brasilia,BR,2021-12-15,2022-09-23,202
1194,Mertz Inc,4 Buena Vista Drive,Brasilia,BR,2021-12-15,2022-09-12,236
1195,"Heidenreich, Hirthe and Glover",3 Grim Circle,Fortaleza,BR,2021-12-16,2022-03-27,608
1196,Hackett-Wilkinson,1707 Independence Terrace,Brasilia,BR,2021-12-17,2022-09-03,375
1197,Macejkovic and Sons,54 Barnett Circle,Rio de Janeiro,BR,2021-12-17,2022-06-03,139
1198,Haley-Huels,09 Coleman Hill,Rio de Janeiro,BR,2021-12-18,2022-09-23,432
1199,Bradtke-Murphy,44056 Saint Paul Drive,Porto Alegre,BR,2021-12-18,2022-10-05,403
1200,Stokes-Carter,0401 Pennsylvania Trail,Santos,BR,2021-12-18,2022-06-16,709
1201,Harvey Group,41962 Lotheville Road,São Paulo,BR,2021-12-18,2022-09-30,66
1202,Rau-Tillman,12 Longview Alley,Fortaleza,BR,2021-12-19,2022-05-23,575
1203,Connelly LLC,3670 Logan Hill,Florianópolis,BR,2021-12-19,2022-08-22,147
1204,Towne LLC,97 Homewood Court,Fortaleza,BR,2021-12-19,2022-05-08,251
1205,Bogan-Rutherford,46 Mayer Plaza,Fortaleza,BR,2021-12-19,2022-06-14,98
1206,Von Group,5177 Miller Way,Florianópolis,BR,2021-12-20,2022-03-09,234
1207,Beatty-Rutherford,31 Helena Terrace,Florianópolis,BR,2021-12-20,2022-04-24,616
1208,"Willms, Kohler and Prosacco",8544 Sommers Lane,Rio de Janeiro,BR,2021-12-20,2022-09-02,365
1209,Barrows-Hegmann,48 Clemons Parkway,Fortaleza,BR,2021-12-21,2022-02-11,96
1210,Bins-Windler,27865 La Follette Plaza,Brasilia,BR,2021-12-22,2022-04-21,416
1211,Lakin LLC,6132 Thackeray Place,São Paulo,BR,2021-12-22,2022-04-30,155
1212,"Grimes, Pagac and Swaniawski",75 Tony Junction,São Paulo,BR,2021-12-24,2022-09-04,157
1213,Kuhn Group,00 Brickson Park Terrace,Florianópolis,BR,2021-12-24,2022-06-25,698
1214,"Hayes, Blick and Bogan",32 Doe Crossing Way,Rio de Janeiro,BR,2021-12-24,2022-03-07,351
1215,Mayer LLC,1 Doe Crossing Street,Santos,BR,2021-12-25,2022-04-27,439
1216,"Effertz, Schaden and Fisher",564 Summit Park,Rio de Janeiro,BR,2021-12-25,2022-07-28,739
1217,Kutch Inc,2384 West Court,Brasilia,BR,2021-12-25,2022-08-24,746
1218,Gleason-Bartoletti,0410 6th Circle,São Paulo,BR,2021-12-25,2022-07-22,101
1219,Kerluke-Howe,8 Petterle Lane,Porto Alegre,BR,2021-12-25,2022-09-16,456
1220,Nikolaus-Becker,5 Londonderry Point,Florianópolis,BR,2021-12-26,2022-08-11,650
1221,Hagenes-Willms,2938 Clove Avenue,Porto Alegre,BR,2021-12-26,2022-07-11,14
1222,Collins Inc,418 Crest Line Crossing,Florianópolis,BR,2021-12-26,2022-09-03,763
1223,Jerde Inc,3174 Schiller Street,Florianópolis,BR,2021-12-27,2022-10-18,165
1224,"McGlynn, Jaskolski and Heathcote",8420 Helena Point,Brasilia,BR,2021-12-27,2022-10-09,107
1225,Satterfield Inc,0 Lotheville Avenue,Rio de Janeiro,BR,2021-12-27,2022-06-17,776
1226,Kuphal-Murphy,51 Pierstorff Junction,Porto Alegre,BR,2021-12-27,2022-02-22,189
1227,Jerde Inc,88303 Homewood Pass,Santos,BR,2021-12-28,2022-09-30,684
1228,Hoeger-Jerde,05 Westridge Parkway,Brasilia,BR,2021-12-29,2022-04-20,504
1229,"Stoltenberg, Smith and Lebsack",848 Packers Terrace,Florianópolis,BR,2021-12-29,2022-07-01,599
1230,Ruecker-Walter,405 Schiller Alley,Fortaleza,BR,2021-12-29,2022-05-08,545
1231,Quitzon LLC,85251 Sachs Point,Fortaleza,BR,2021-12-29,2022-02-19,230
1232,Gleichner-Osinski,69167 Sunbrook Hill,Florianópolis,BR,2021-12-30,2022-05-06,90
1233,McCullough-Cronin,67 Garrison Road,Rio de Janeiro,BR,2021-12-30,2022-07-21,59
1234,"Bednar, Heller and Olson",529 Service Center,Santos,BR,2021-12-30,2022-08-18,228
1235,Macejkovic and Sons,409 Sutherland Park,Florianópolis,BR,2021-12-30,2022-07-21,610
1236,"Wehner, Wolf and Funk",1 Clarendon Hill,Santos,BR,2021-12-31,2022-05-15,515
1237,O'Hara-Lind,235 Browning Drive,São Paulo,BR,2021-12-31,2022-03-16,758
1238,Predovic-Brekke,76 Roth Circle,Rio de Janeiro,BR,2021-12-31,2022-08-15,791
1239,"Shields, Predovic and Nienow",541 Bashford Street,Fortaleza,BR,2022-01-01,2022-05-07,596
1240,"Dibbert, Daniel and Rice",3432 Park Meadow Trail,Brasilia,BR,2022-01-01,2022-03-06,784
1241,Metz LLC,1829 Buhler Park,Porto Alegre,BR,2022-01-01,2022-03-20,634
1242,Ruecker Group,33 Nova Terrace,Porto Alegre,BR,2022-01-01,2022-10-18,274
1243,Keeling and Sons,64 Morning Center,Florianópolis,BR,2022-01-01,2022-10-02,440
1244,Stark and Sons,0 Cody Parkway,São Paulo,BR,2022-01-01,2022-02-17,198
1245,"Mills, Braun and Haley",4190 Dottie Avenue,Porto Alegre,BR,2022-01-02,2022-08-23,127
1246,Toy Group,40738 Browning Court,Santos,BR,2022-01-02,2022-05-11,94
1247,"McClure, Schulist and O'Kon",7 Sunnyside Parkway,Brasilia,BR,2022-01-02,2022-04-08,111
1248,"Mosciski, West and Donnelly",0610 Moulton Junction,Fortaleza,BR,2022-01-03,2022-06-24,527
1249,Boyer-Cole,05331 Washington Drive,São Paulo,BR,2022-01-03,2022-08-02,63
1250,Zboncak Inc,00 Schmedeman Lane,Santos,BR,2022-01-03,2022-10-14,26
1251,"Kessler, Green and Bins",74025 Emmet Point,Fortaleza,BR,2022-01-03,2022-08-02,650
1252,Hermann-Herzog,0 Cambridge Center,Santos,BR,2022-01-03,2022-10-04,223
1253,Zieme LLC,4 Everett Point,Rio de Janeiro,BR,2022-01-03,2022-03-01,778
1254,"Schowalter, Wiza and Funk",7 Fordem Drive,Fortaleza,BR,2022-01-03,2022-07-29,191
1255,"Durgan, Champlin and Kessler",0508 Algoma Hill,Santos,BR,2022-01-03,2022-04-07,142
1256,Sanford-Mayer,7 Evergreen Circle,Porto Alegre,BR,2022-01-04,2022-05-03,222
1257,Hodkiewicz-Tillman,01 Hollow Ridge Pass,Brasilia,BR,2022-01-04,2022-09-09,329
1258,"Wilderman, Nicolas and Lindgren",376 Meadow Ridge Terrace,Porto Alegre,BR,2022-01-04,2022-02-19,798
1259,"Thiel, McCullough and Armstrong",427 Forest Dale Hill,Santos,BR,2022-01-04,2022-08-28,603
1260,"Luettgen, Collier and Kling",39 Ramsey Plaza,Fortaleza,BR,2022-01-04,2022-02-14,720
1261,Pacocha and Sons,97957 Judy Circle,Florianópolis,BR,2022-01-04,2022-03-08,109
1262,Predovic LLC,95 Daystar Trail,São Paulo,BR,2022-01-04,2022-04-21,18
1263,"Sawayn, Breitenberg and Kuhn",12666 Weeping Birch Plaza,Rio de Janeiro,BR,2022-01-04,2022-03-10,779
1264,Barton-Weimann,9 Crest Line Pass,Florianópolis,BR,2022-01-05,2022-08-11,452
1265,"Beahan, Hoeger and Walter",4 1st Trail,Santos,BR,2022-01-05,2022-08-23,279
1266,Goldner-Quitzon,93 Manley Pass,São Paulo,BR,2022-01-06,2022-04-27,343
1267,"Cummerata, Hayes and Medhurst",5657 Lyons Center,Porto Alegre,BR,2022-01-06,2022-07-26,510
1268,"Bednar, Cronin and Watsica",36 Bluejay Lane,Fortaleza,BR,2022-01-06,2022-07-28,465
1269,Strosin-Parisian,1 Laurel Avenue,São Paulo,BR,2022-01-06,2022-05-16,380
1270,Barrows-Runolfsdottir,019 Green Ridge Road,Florianópolis,BR,2022-01-07,2022-10-16,693
1271,Homenick LLC,59 Vera Way,Brasilia,BR,2022-01-07,2022-03-08,373
1272,Bradtke-Sauer,6 5th Plaza,Fortaleza,BR,2022-01-08,2022-08-03,733
1273,Spinka Inc,8952 Macpherson Avenue,São Paulo,BR,2022-01-08,2022-09-27,548
1274,Lockman and Sons,495 Parkside Parkway,Florianópolis,BR,2022-01-08,2022-02-22,210
1275,Beahan-Nolan,04462 Bluejay Place,Rio de Janeiro,BR,2022-01-08,2022-10-07,285
1276,Carter-Kerluke,73 Knutson Parkway,São Paulo,BR,2022-01-08,2022-08-11,616
1277,Weber-Crist,742 Loftsgordon Alley,Florianópolis,BR,2022-01-09,2022-06-12,675
1278,Konopelski-Kutch,7 Kingsford Parkway,Rio de Janeiro,BR,2022-01-09,2022-08-16,42
1279,"Hagenes, Jacobs and Lemke",791 Kipling Road,Santos,BR,2022-01-09,2022-05-04,254
1280,Marvin Group,75 Cascade Way,Fortaleza,BR,2022-01-10,2022-05-14,438
1281,"Lang, Bednar and Wiegand",6 Carberry Lane,São Paulo,BR,2022-01-10,2022-06-21,423
1282,Pagac-Rohan,4923 Vahlen Circle,Brasilia,BR,2022-01-10,2022-07-19,321
1283,Champlin LLC,615 2nd Point,Santos,BR,2022-01-10,2022-02-28,448
1284,"Pfannerstill, Schroeder and Jenkins",971 Petterle Circle,Santos,BR,2022-01-10,2022-04-07,37
1285,Dietrich Group,34 Moose Way,Florianópolis,BR,2022-01-11,2022-09-30,291
1286,"Windler, Jerde and Abshire",5879 Lake View Court,Florianópolis,BR,2022-01-11,2022-05-02,32
1287,Lindgren-Ondricka,15158 Fremont Lane,Florianópolis,BR,2022-01-11,2022-06-09,393
1288,Feest-Conn,0910 Springview Court,Brasilia,BR,2022-01-11,2022-02-24,291
1289,Larson-Jaskolski,8 5th Park,Brasilia,BR,2022-01-11,2022-04-10,726
1290,"Ullrich, Bashirian and Beatty",43 Golf Center,Porto Alegre,BR,2022-01-12,2022-03-01,510
1291,Kassulke-Kihn,4807 Iowa Point,Rio de Janeiro,BR,2022-01-12,2022-02-22,753
1292,"Herzog, Streich and Shields",23 Atwood Street,Porto Alegre,BR,2022-01-12,2022-06-13,507
1293,"Ryan, Gottlieb and Wisoky",591 Welch Avenue,São Paulo,BR,2022-01-12,2022-08-15,753
1294,"Pfeffer, Gutkowski and Hahn",6 Kropf Plaza,São Paulo,BR,2022-01-12,2022-06-20,489
1295,Blanda LLC,35 Ramsey Alley,Santos,BR,2022-01-12,2022-07-02,59
1296,"Moore, Ziemann and Durgan",0120 Sullivan Way,Brasilia,BR,2022-01-13,2022-02-17,296
1297,Welch-McDermott,039 Mayfield Crossing,Porto Alegre,BR,2022-01-13,2022-03-10,353
1298,Runolfsdottir-Reynolds,43362 Mcbride Center,Porto Alegre,BR,2022-01-13,2022-03-15,288
1299,Rosenbaum-Block,4775 Everett Alley,Florianópolis,BR,2022-01-13,2022-10-09,172
1300,"Maggio, Homenick and Krajcik",03 Sugar Pass,Rio de Janeiro,BR,2022-01-13,2022-03-02,721
1301,"Jast, Borer and Smitham",4 Miller Park,Santos,BR,2022-01-14,2022-07-10,226
1302,Lockman LLC,233 Meadow Valley Lane,Santos,BR,2022-01-14,2022-04-12,446
1303,"Bruen, Kilback and Nikolaus",43 Thackeray Crossing,Rio de Janeiro,BR,2022-01-14,2022-03-21,451
1304,Grimes-Davis,6757 Holy Cross Court,Fortaleza,BR,2022-01-15,2022-06-21,682
1305,"Wiza, Jast and Marvin",483 Buena Vista Lane,São Paulo,BR,2022-01-15,2022-07-06,268
1306,Casper-Heidenreich,223 Holmberg Trail,Santos,BR,2022-01-15,2022-10-17,557
1307,Larson-Gottlieb,56936 Schurz Way,Rio de Janeiro,BR,2022-01-16,2022-04-18,217
1308,Robel-Williamson,55 Barnett Street,Brasilia,BR,2022-01-16,2022-08-04,355
1309,Goyette-Nikolaus,4230 Kingsford Road,São Paulo,BR,2022-01-16,2022-07-01,597
1310,"Macejkovic, Kiehn and Kassulke",486 Nancy Road,Porto Alegre,BR,2022-01-16,2022-05-05,734
1311,Feil Inc,71 Evergreen Drive,Rio de Janeiro,BR,2022-01-16,2022-11-15,331
1312,"Lebsack, Nicolas and Kemmer",54298 Dayton Park,Fortaleza,BR,2022-01-17,2022-05-04,30
1313,Parisian-Bartoletti,2 Clarendon Plaza,Brasilia,BR,2022-01-17,2022-06-23,350
1314,"Erdman, Botsford and Greenholt",9 Parkside Terrace,Brasilia,BR,2022-01-17,2022-03-28,692
1315,"Cummerata, Reynolds and Hermiston",198 Forest Circle,Brasilia,BR,2022-01-18,2022-08-05,172
1316,Gleason-Upton,96284 Bellgrove Street,Santos,BR,2022-01-18,2022-09-11,673
1317,Quigley Group,36215 Erie Place,São Paulo,BR,2022-01-18,2022-06-30,216
1318,Abshire-Quigley,7 Maywood Alley,São Paulo,BR,2022-01-19,2022-06-30,72
1319,Boyer and Sons,4374 Everett Road,Florianópolis,BR,2022-01-19,2022-09-30,219
1320,Jacobson Inc,96 Oriole Circle,Florianópolis,BR,2022-01-19,2022-06-18,217
1321,Turcotte-Hills,95095 Browning Street,Brasilia,BR,2022-01-20,2022-07-14,606
1322,"Tromp, Schimmel and Wisozk",86077 Tomscot Junction,Porto Alegre,BR,2022-01-21,2022-05-03,593
1323,Wuckert-Grant,04282 Kennedy Place,Santos,BR,2022-01-21,2022-08-05,697
1324,"Kshlerin, Runolfsdottir and Legros",863 Melody Terrace,Rio de Janeiro,BR,2022-01-22,2022-02-27,672
1325,Langosh-Rutherford,656 Sommers Parkway,Rio de Janeiro,BR,2022-01-22,2022-09-05,399
1326,Kerluke-Reichel,63958 Badeau Center,Santos,BR,2022-01-22,2022-03-05,113
1327,"Pollich, King and Collins",7967 Golf View Terrace,São Paulo,BR,2022-01-23,2022-03-25,767
1328,Zemlak-Dibbert,7 Kingsford Avenue,Florianópolis,BR,2022-01-23,2022-11-04,538
1329,Bergnaum and Sons,883 Lyons Park,Rio de Janeiro,BR,2022-01-23,2022-05-03,326
1330,"Morissette, Purdy and Willms",48 Northfield Way,São Paulo,BR,2022-01-24,2022-02-25,111
1331,McKenzie Inc,50265 Larry Street,Florianópolis,BR,2022-01-24,2022-07-26,574
1332,"Wunsch, Berge and Dooley",83 Roth Trail,Porto Alegre,BR,2022-01-24,2022-08-26,17
1333,Sauer LLC,1644 Warbler Point,Florianópolis,BR,2022-01-24,2022-03-05,81
1334,Beahan-Durgan,33 Mallard Junction,Fortaleza,BR,2022-01-24,2022-10-29,782
1335,Blanda Inc,44064 Nevada Terrace,São Paulo,BR,2022-01-24,2022-04-04,443
1336,Rowe Group,43825 Arapahoe Alley,Rio de Janeiro,BR,2022-01-24,2022-07-19,779
1337,Bogisich and Sons,0417 Sundown Circle,Florianópolis,BR,2022-01-25,2022-08-03,512
1338,VonRueden LLC,9 Northfield Terrace,Brasilia,BR,2022-01-25,2022-07-20,794
1339,Fahey-Rempel,415 Calypso Center,Porto Alegre,BR,2022-01-25,2022-05-18,702
1340,Bechtelar LLC,5711 Sundown Way,São Paulo,BR,2022-01-26,2022-03-05,141
1341,"Spencer, Marks and Abernathy",15 Onsgard Circle,Fortaleza,BR,2022-01-26,2022-06-01,363
1342,"Gibson, Bradtke and Heathcote",3097 International Circle,Porto Alegre,BR,2022-01-26,2022-05-28,217
1343,Johns-Stokes,2287 Stang Drive,Porto Alegre,BR,2022-01-26,2022-03-30,209
1344,"Stoltenberg, Hackett and Grimes",9756 Manitowish Way,Santos,BR,2022-01-26,2022-07-02,763
1345,Kuhic Inc,52 Stone Corner Park,Brasilia,BR,2022-01-26,2022-03-15,525
1346,"Farrell, Kautzer and Reinger",70 Pine View Court,São Paulo,BR,2022-01-27,2022-10-13,550
1347,Corkery Inc,612 Arizona Trail,Rio de Janeiro,BR,2022-01-27,2022-07-20,341
1348,"Runolfsdottir, Moore and Thiel",09 Brickson Park Pass,Rio de Janeiro,BR,2022-01-27,2022-06-04,294
1349,Miller-Mayert,3460 Vernon Crossing,Porto Alegre,BR,2022-01-27,2022-06-07,574
1350,"Adams, Rogahn and Gislason",453 Arrowood Pass,Rio de Janeiro,BR,2022-01-27,2022-06-11,753
1351,"Williamson, Wuckert and Hermann",752 Anhalt Circle,Florianópolis,BR,2022-01-28,2022-09-11,781
1352,"Corwin, Beatty and Farrell",34 5th Drive,Brasilia,BR,2022-01-28,2022-07-08,414
1353,"Stehr, Ratke and Muller",851 Norway Maple Road,Fortaleza,BR,2022-01-29,2022-04-19,583
1354,"Brekke, Bartoletti and Schoen",4106 Bowman Lane,Brasilia,BR,2022-01-29,2022-05-17,102
1355,Strosin-Cummings,804 Washington Hill,Florianópolis,BR,2022-01-29,2022-04-23,102
1356,Kohler and Sons,52 Coleman Center,Florianópolis,BR,2022-01-30,2022-06-15,156
1357,Volkman Group,14 Sunfield Place,Santos,BR,2022-01-30,2022-10-25,323
1358,"Boehm, Lueilwitz and Dickens",9 Kim Crossing,Florianópolis,BR,2022-01-30,2022-08-05,601
1359,Smith Inc,19658 Northport Point,Rio de Janeiro,BR,2022-01-30,2022-05-27,336
1360,Mosciski and Sons,2 Logan Parkway,São Paulo,BR,2022-01-30,2022-05-23,152
1361,"O'Keefe, Hilpert and Emmerich",24153 Clyde Gallagher Circle,São Paulo,BR,2022-01-30,2022-07-03,696
1362,Spencer and Sons,045 Lakewood Gardens Circle,São Paulo,BR,2022-01-31,2022-05-05,196
1363,Bode-Botsford,79 Vermont Road,Fortaleza,BR,2022-01-31,2022-04-05,668
1364,Casper and Sons,6 Eagan Road,Santos,BR,2022-01-31,2022-08-04,559
1365,"Mills, Johnston and Kshlerin",692 Roth Point,Porto Alegre,BR,2022-01-31,2022-06-23,45
1366,Kris LLC,8 Spohn Parkway,Brasilia,BR,2022-02-01,2022-04-17,768
1367,Kessler-Lynch,1 Debs Alley,Fortaleza,BR,2022-02-01,2022-04-02,304
1368,Roberts-Daugherty,05 Northfield Way,Santos,BR,2022-02-01,2022-08-03,739
1369,Lynch Inc,21483 Rigney Avenue,Porto Alegre,BR,2022-02-01,2022-03-23,577
1370,Ziemann Group,2 Swallow Terrace,Rio de Janeiro,BR,2022-02-02,2022-07-21,797
1371,Stracke Group,192 Gina Trail,Rio de Janeiro,BR,2022-02-02,2022-08-28,20
1372,Beier Group,2137 Quincy Pass,Porto Alegre,BR,2022-02-02,2022-10-25,335
1373,Mitchell Inc,7 Myrtle Terrace,Rio de Janeiro,BR,2022-02-02,2022-11-26,149
1374,Kessler and Sons,615 Fairview Pass,Brasilia,BR,2022-02-04,2022-07-22,708
1375,Casper-Reichert,8 Brown Center,Porto Alegre,BR,2022-02-05,2022-08-09,60
1376,Flatley-Koelpin,8 Erie Point,São Paulo,BR,2022-02-05,2022-05-25,638
1377,"Douglas, Considine and Bahringer",261 Messerschmidt Junction,Florianópolis,BR,2022-02-05,2022-09-02,762
1378,Daniel and Sons,7144 Sheridan Alley,Brasilia,BR,2022-02-06,2022-05-10,509
1379,Prosacco Group,2086 Arizona Junction,Porto Alegre,BR,2022-02-06,2022-08-28,181
1380,"Predovic, Durgan and Rodriguez",9177 Vermont Parkway,São Paulo,BR,2022-02-07,2022-08-06,525
1381,O'Keefe-Leuschke,67 Clyde Gallagher Plaza,Fortaleza,BR,2022-02-07,2022-06-21,619
