id,hotel_name,address,city,country,registration_date,latest_booking,total_bookings,registration_id
1009,"Stokes, Williamson and Brown",87646 Sauthoff Terrace,São Paulo,BR,2021-10-28,2022-08-03,461,882054079714
1010,Tillman-Gulgowski,4 Florence Drive,Rio de Janeiro,BR,2021-10-29,2022-08-11,435,895557340059
1011,Gleichner and Sons,57 Westend Trail,São Paulo,BR,2021-10-29,2022-01-21,308,509670553612
1012,Lockman-Labadie,352 Melrose Terrace,São Paulo,BR,2021-10-29,2022-03-15,534,735182756315
1013,Wuckert-Hirthe,56 Garrison Junction,Florianópolis,BR,2021-10-29,2022-08-17,591,707176019073
1014,Robel and Sons,30261 Huxley Point,Brasilia,BR,2021-10-29,2022-07-23,120,386980976812
1015,Legros-Berge,92810 Mesta Lane,São Paulo,BR,2021-10-29,2022-01-05,293,896422612705
1016,Marquardt-Mante,09733 Knutson Pass,Fortaleza,BR,2021-10-30,2022-06-10,657,521401562746
1017,Effertz Inc,63 Esker Court,Fortaleza,BR,2021-10-30,2022-02-22,259,406589458266
1018,Predovic LLC,6 Elgar Park,São Paulo,BR,2021-10-30,2022-05-11,613,586028543356
1019,Roberts-Nader,49099 Forest Drive,Rio de Janeiro,BR,2021-10-31,2022-05-23,522,649113519072
1020,Wolf-Lueilwitz,6745 Melrose Road,Santos,BR,2021-10-31,2022-08-22,135,292379537376
1021,"Bartoletti, Cassin and Ortiz",1 Ryan Hill,Porto Alegre,BR,2021-10-31,2022-03-06,6,231588346759
1022,"Mante, Quigley and Rohan",843 Brown Circle,Fortaleza,BR,2021-10-31,2022-07-29,743,570678476736
1023,Block-Effertz,90 Hudson Park,Santos,BR,2021-10-31,2022-08-25,125,191266831176
1024,Casper Inc,578 Sloan Terrace,Rio de Janeiro,BR,2021-11-01,2022-02-14,766,743262371787
1025,Gutkowski-Graham,1509 Lukken Center,São Paulo,BR,2021-11-01,2022-07-15,145,381772856322
1026,"Roberts, Volkman and Reichert",58939 Redwing Road,São Paulo,BR,2021-11-02,2022-07-13,665,793363329885
1027,Hartmann LLC,63118 Talmadge Center,São Paulo,BR,2021-11-04,2021-12-21,739,454081115885
1028,"Prohaska, Brekke and Runolfsdottir",59 Heffernan Alley,Santos,BR,2021-11-04,2022-05-10,11,511234700085
1029,Heidenreich-Corkery,9 Spenser Pass,Santos,BR,2021-11-04,2022-01-28,707,672805976855
1030,Spinka-Morissette,66182 Dunning Street,Rio de Janeiro,BR,2021-11-04,2022-08-30,28,271022808730
1031,Boehm Group,88 Sutteridge Drive,Florianópolis,BR,2021-11-05,2022-04-11,374,474353503808
1032,"Ankunding, Kovacek and Lowe",639 Ridgeway Park,São Paulo,BR,2021-11-05,2022-02-11,170,456709584920
1033,"Nikolaus, Christiansen and Dicki",9162 Steensland Junction,Brasilia,BR,2021-11-05,2022-08-07,715,886865613154
1034,Frami LLC,93 Northridge Center,Brasilia,BR,2021-11-05,2022-06-19,727,798762542426
1035,"Daugherty, Beatty and Tromp",6394 Pleasure Park,Fortaleza,BR,2021-11-06,2022-03-09,683,221900082301
1036,"Mann, Towne and Bogisich",3 Grover Park,Florianópolis,BR,2021-11-06,2022-04-05,654,310325676185
1037,Bins Group,968 Sutteridge Terrace,Santos,BR,2021-11-07,2022-05-21,561,519064060247
1038,"Wunsch, Heidenreich and Smith",295 Leroy Parkway,Florianópolis,BR,2021-11-07,2022-01-29,79,410352845606
1039,Zboncak Inc,583 Sauthoff Terrace,Florianópolis,BR,2021-11-07,2021-12-29,112,560625792225
1040,"Stracke, Rodriguez and Corkery",92 Helena Trail,Santos,BR,2021-11-07,2022-01-26,419,737819762261
1041,"Mayer, Satterfield and Harvey",19391 Vahlen Trail,Brasilia,BR,2021-11-07,2022-08-29,401,854717024794
1042,Thompson and Sons,0 Sommers Crossing,São Paulo,BR,2021-11-08,2022-03-05,714,316687636623
1043,Rice-Boehm,88 Memorial Center,São Paulo,BR,2021-11-08,2022-06-01,599,359386690939
1044,Dach-Rath,5518 Maywood Center,Porto Alegre,BR,2021-11-08,2022-04-22,588,386863842067
1045,"Cronin, Robel and Schultz",563 Larry Point,Florianópolis,BR,2021-11-08,2022-08-10,599,454797046820
1046,Runolfsdottir and Sons,827 Jenna Terrace,Brasilia,BR,2021-11-08,2022-04-15,506,571095680112
1047,Hermann Group,41150 Hoepker Center,Florianópolis,BR,2021-11-08,2022-01-08,640,163545684120
1048,"Waters, Heaney and Ward",1877 Roth Plaza,Rio de Janeiro,BR,2021-11-08,2022-07-08,134,410376071801
1049,Upton-Rau,5472 Corry Court,Santos,BR,2021-11-08,2021-12-30,694,477992667535
1050,Dickens Inc,978 Melby Street,Brasilia,BR,2021-11-08,2022-02-15,211,256010821777
1051,Mosciski-Littel,5120 Waubesa Street,Florianópolis,BR,2021-11-08,2022-04-23,148,540815761048
1052,"Reichert, Skiles and Jacobson",86993 Gina Street,Rio de Janeiro,BR,2021-11-09,2022-05-01,547,790038858497
1053,Hermann Inc,4 Hansons Plaza,São Paulo,BR,2021-11-09,2022-03-20,337,478133141668
1054,"Schiller, Deckow and Lebsack",1 Eggendart Way,Florianópolis,BR,2021-11-09,2022-08-16,536,184372313364
1055,Murray LLC,3015 Nancy Place,Florianópolis,BR,2021-11-09,2022-05-19,253,792729172491
1056,Schimmel-White,0 Orin Trail,Rio de Janeiro,BR,2021-11-09,2022-02-01,617,522027883730
1057,Kovacek-Schimmel,9 International Court,Florianópolis,BR,2021-11-10,2022-01-24,611,919749139999
1058,Kerluke Group,7040 Magdeline Road,Porto Alegre,BR,2021-11-11,2022-05-30,239,822676216848
1059,Klocko Group,0 New Castle Point,São Paulo,BR,2021-11-11,2022-03-28,246,657059189294
1060,Miller-O'Hara,929 Forest Parkway,São Paulo,BR,2021-11-11,2022-04-23,585,340716366893
1061,Langosh LLC,49524 Huxley Junction,Brasilia,BR,2021-11-11,2022-05-03,607,374944295232
1062,Connelly-Berge,6 Di Loreto Drive,Florianópolis,BR,2021-11-12,2022-03-09,652,195192719146
1063,Emmerich-Adams,520 Badeau Park,Brasilia,BR,2021-11-12,2021-12-19,601,853551254429
1064,"Dickinson, Quigley and Gleichner",499 Prairieview Way,Rio de Janeiro,BR,2021-11-12,2022-04-13,504,452392456896
1065,"Halvorson, Grimes and Watsica",3127 Debra Way,Santos,BR,2021-11-12,2022-02-18,6,865271210660
1066,"McClure, Becker and Russel",6 Northland Pass,Brasilia,BR,2021-11-12,2022-05-30,113,803188180357
1067,VonRueden Inc,0 Northport Parkway,Brasilia,BR,2021-11-12,2022-06-23,85,559718382424
1068,"Friesen, Konopelski and Raynor",6723 Manitowish Drive,Santos,BR,2021-11-12,2022-05-22,763,458254430320
1069,Torp-Paucek,5 Del Mar Terrace,Fortaleza,BR,2021-11-13,2022-06-07,395,335977556672
1070,Breitenberg and Sons,18 Mesta Center,Brasilia,BR,2021-11-13,2021-12-15,51,865679428915
1071,Thiel-Hyatt,36 Nancy Crossing,Porto Alegre,BR,2021-11-13,2022-07-17,390,375840472207
1072,Schiller and Sons,9923 Almo Point,Porto Alegre,BR,2021-11-13,2022-03-15,64,903063110913
1073,Friesen Inc,47 Clyde Gallagher Point,Rio de Janeiro,BR,2021-11-13,2022-04-03,526,242113766422
1074,"Donnelly, Dickens and Stroman",2 Pine View Circle,Brasilia,BR,2021-11-14,2022-01-22,719,625792997933
1075,"Halvorson, Fisher and Miller",2 Duke Point,Fortaleza,BR,2021-11-14,2022-05-24,32,606838082712
1076,"Wolf, O'Connell and Hahn",05734 Ridgeview Alley,Fortaleza,BR,2021-11-14,2022-03-09,33,916644338922
1077,"Padberg, Medhurst and Kemmer",6 Browning Plaza,Fortaleza,BR,2021-11-14,2022-02-04,757,238512494509
1078,Shields Inc,61 Veith Way,Florianópolis,BR,2021-11-14,2022-02-27,426,158170936874
1079,"Heidenreich, Braun and Swaniawski",6440 Sunnyside Way,Rio de Janeiro,BR,2021-11-15,2022-02-11,617,589117638156
1080,Hettinger Inc,2481 Thompson Road,Florianópolis,BR,2021-11-15,2022-01-25,244,636802464335
1081,Kshlerin-Nader,2 Spaight Plaza,Santos,BR,2021-11-15,2022-08-14,458,834477803657
1082,Leannon LLC,34298 Anniversary Lane,Santos,BR,2021-11-16,2022-02-17,31,213407147335
1083,"Adams, Smith and Connelly",34 Rockefeller Junction,Rio de Janeiro,BR,2021-11-16,2022-03-24,208,811405191040
1084,"Gulgowski, D'Amore and Fay",09004 Cottonwood Pass,Porto Alegre,BR,2021-11-16,2022-02-22,38,327631921770
1085,Langworth Inc,7853 Elgar Center,Brasilia,BR,2021-11-16,2022-03-14,165,609994411606
1086,"Stanton, Lueilwitz and Price",294 Thompson Pass,Santos,BR,2021-11-17,2022-03-19,612,573009595100
1087,"Johns, Bednar and Waters",879 Parkside Park,São Paulo,BR,2021-11-17,2022-02-03,334,431253567157
1088,Murphy-Littel,90 Dryden Junction,Porto Alegre,BR,2021-11-18,2022-04-25,735,345001452726
1089,Kub LLC,7 Dayton Plaza,São Paulo,BR,2021-11-18,2022-03-14,463,559431846202
1090,Ward LLC,57886 Amoth Drive,São Paulo,BR,2021-11-18,2022-08-12,703,570964857053
1091,Lind-Ortiz,5497 Gateway Junction,São Paulo,BR,2021-11-18,2022-08-14,310,673703710146
1092,"Heathcote, Schoen and Cartwright",8816 Oxford Alley,Porto Alegre,BR,2021-11-19,2022-03-15,198,484370054280
1093,King-Langworth,8 Transport Circle,Fortaleza,BR,2021-11-19,2022-08-25,745,309269397751
1094,Russel and Sons,4 Summerview Crossing,Porto Alegre,BR,2021-11-19,2022-05-11,324,402639103563
1095,Herzog and Sons,32667 Birchwood Alley,Porto Alegre,BR,2021-11-19,2022-01-30,78,759657241917
1096,Treutel-Haag,91576 Fieldstone Street,Santos,BR,2021-11-19,2022-05-03,477,617107972527
1097,Botsford LLC,23 Gina Circle,Porto Alegre,BR,2021-11-19,2022-03-25,549,918481544357
1098,Bashirian Inc,6012 Acker Drive,São Paulo,BR,2021-11-20,2022-04-28,662,282320816501
1099,Vandervort-Weissnat,0339 Prentice Street,Porto Alegre,BR,2021-11-20,2022-08-22,483,289175590749
1100,Wuckert-Conn,3 Brentwood Crossing,São Paulo,BR,2021-11-20,2022-08-09,774,657480058018
1101,"Kuphal, Schulist and Reynolds",432 Erie Place,Porto Alegre,BR,2021-11-20,2022-08-13,707,543496445815
1102,Harber-McCullough,2329 Russell Lane,Brasilia,BR,2021-11-21,2022-05-19,166,761769988047
1103,Gaylord and Sons,91 Hermina Center,Florianópolis,BR,2021-11-21,2022-01-29,726,244940288154
1104,Keeling LLC,62 Cascade Trail,Fortaleza,BR,2021-11-21,2022-07-11,732,678248163393
1105,Durgan LLC,02 Comanche Place,Santos,BR,2021-11-21,2022-02-28,461,740107261248
1106,Harber LLC,576 Maple Point,Rio de Janeiro,BR,2021-11-22,2022-04-27,440,472285444759
1107,"Jacobi, Will and Waelchi",3953 Dixon Terrace,Brasilia,BR,2021-11-22,2022-01-17,150,843864848558
1108,MacGyver-Lesch,58 Barnett Crossing,Fortaleza,BR,2021-11-22,2022-08-21,436,178337812817
1109,"Heathcote, Wyman and Cummings",427 Glacier Hill Avenue,Florianópolis,BR,2021-11-23,2022-01-19,677,228164904019
1110,Legros-Monahan,06202 Maple Wood Place,Santos,BR,2021-11-23,2022-05-01,30,734365243320
1111,Fadel-Dach,9903 Golden Leaf Place,Porto Alegre,BR,2021-11-23,2022-04-26,414,824705131614
1112,"Labadie, Johnston and Kerluke",60 Di Loreto Terrace,Rio de Janeiro,BR,2021-11-23,2022-03-15,441,730827336158
1113,"Ankunding, Turner and Goldner",23 Dennis Hill,Brasilia,BR,2021-11-24,2022-08-20,422,827700458715
1114,Paucek-Windler,6 Annamark Road,Fortaleza,BR,2021-11-24,2022-03-16,128,391634777544
1115,Davis-Thompson,664 Onsgard Alley,São Paulo,BR,2021-11-24,2022-05-16,401,588165388133
1116,Labadie-Prosacco,48557 Spenser Pass,Santos,BR,2021-11-24,2022-03-08,212,893335548686
1117,Weissnat-Ernser,0573 Becker Road,Porto Alegre,BR,2021-11-24,2022-03-01,513,270560861815
1118,Powlowski-Nienow,619 Crownhardt Place,Santos,BR,2021-11-25,2022-08-17,51,598746273732
1119,Corkery-Sipes,8 Lotheville Point,Santos,BR,2021-11-25,2022-03-14,143,441402419298
1120,Green-Roberts,5 Bobwhite Avenue,Santos,BR,2021-11-25,2022-02-04,491,631821167768
1121,"Murray, Haley and Mueller",7892 Thompson Court,Florianópolis,BR,2021-11-25,2022-01-02,561,259399634616
1122,Legros Group,36370 Pine View Avenue,Rio de Janeiro,BR,2021-11-26,2022-01-03,682,603829586372
1123,Wintheiser-Walter,2 Dapin Road,Porto Alegre,BR,2021-11-27,2022-09-10,467,298516660702
1124,Prosacco-Parisian,9 Hazelcrest Parkway,São Paulo,BR,2021-11-27,2022-07-06,495,316468476668
1125,Lueilwitz Inc,93087 2nd Place,Rio de Janeiro,BR,2021-11-27,2022-02-03,180,614635889993
1126,Quitzon Inc,3039 Armistice Point,Fortaleza,BR,2021-11-27,2022-08-26,709,499638172372
1127,Howe Group,574 Sullivan Point,Fortaleza,BR,2021-11-28,2022-01-09,49,592848393085
1128,"Waelchi, Reilly and Marks",80 Amoth Place,Florianópolis,BR,2021-11-28,2022-07-22,724,500359728211
1129,"Botsford, Bednar and Windler",27 Susan Junction,Rio de Janeiro,BR,2021-11-29,2022-01-04,260,383916749435
1130,Frami LLC,4343 Loftsgordon Junction,São Paulo,BR,2021-11-29,2022-08-15,336,798762542426
1131,Konopelski-Kessler,829 Forster Terrace,Fortaleza,BR,2021-11-29,2022-01-20,88,158716624652
1132,Koepp and Sons,77500 Algoma Pass,Rio de Janeiro,BR,2021-11-29,2022-05-11,29,734450460133
1133,Smith LLC,3488 Schurz Drive,Porto Alegre,BR,2021-11-30,2022-05-08,546,752878451455
1134,Littel Inc,933 Sutherland Road,Santos,BR,2021-11-30,2022-09-07,33,605245104687
1135,"Borer, Hackett and Stamm",5 Cherokee Junction,Rio de Janeiro,BR,2021-11-30,2022-03-26,396,845032001297
1136,Bartell-Lynch,251 Texas Place,São Paulo,BR,2021-12-01,2022-07-28,160,434744361603
1137,Dare Group,42 Northridge Pass,Porto Alegre,BR,2021-12-02,2022-01-10,373,486172176752
1138,Hermann-Parker,5080 Dunning Junction,Rio de Janeiro,BR,2021-12-02,2022-09-30,266,645567294489
1139,Runte-Cronin,628 Burning Wood Point,Florianópolis,BR,2021-12-03,2022-06-26,30,232501876106
1140,Jacobson LLC,8637 Brentwood Way,Rio de Janeiro,BR,2021-12-03,2022-06-18,467,318363448576
1141,Murray Group,75 Upham Circle,São Paulo,BR,2021-12-03,2022-07-18,425,743765973943
1142,Jacobson-Leuschke,977 Eagan Point,Florianópolis,BR,2021-12-04,2022-10-01,110,457147753969
1143,Ondricka-Hilpert,9 Darwin Way,Porto Alegre,BR,2021-12-04,2022-08-23,46,381300481552
1144,"Blanda, Ruecker and White",23777 Corscot Plaza,Brasilia,BR,2021-12-04,2022-03-28,413,323086559709
1145,Lowe and Sons,9 Wayridge Junction,Santos,BR,2021-12-04,2022-08-18,563,705205724665
1146,Strosin-Grant,4191 Vermont Drive,Porto Alegre,BR,2021-12-04,2022-01-19,220,261830502968
1147,"Beier, Schimmel and Volkman",41 1st Hill,Santos,BR,2021-12-05,2022-07-29,150,597177283868
1148,Lebsack LLC,129 Pennsylvania Lane,Florianópolis,BR,2021-12-05,2022-04-20,465,463543321607
1149,"DuBuque, Pouros and Gleason",28 Lakewood Junction,Fortaleza,BR,2021-12-05,2022-06-30,443,883350637210
1150,"Wiegand, Dietrich and Gorczany",143 Schurz Parkway,Brasilia,BR,2021-12-05,2022-08-22,152,539044125657
1151,"Kirlin, Klein and Lowe",735 Clyde Gallagher Drive,Porto Alegre,BR,2021-12-05,2022-01-31,636,311390273562
1152,Williamson-Beahan,257 Hagan Crossing,Santos,BR,2021-12-05,2022-01-28,339,207777775923
1153,"Kub, Grimes and Goodwin",947 Warbler Court,Florianópolis,BR,2021-12-06,2022-05-17,307,594307915543
1154,"O'Connell, Ferry and Wiegand",03 Goodland Way,São Paulo,BR,2021-12-06,2022-03-29,601,759048836647
1155,Douglas-Wisoky,8 Lighthouse Bay Terrace,Rio de Janeiro,BR,2021-12-06,2022-09-28,692,599813802281
1156,"Reynolds, Mohr and Homenick",6 Commercial Drive,Brasilia,BR,2021-12-06,2022-09-28,236,501807687026
1157,Mohr Group,0238 Eggendart Court,Florianópolis,BR,2021-12-07,2022-03-29,738,154249246787
1158,"Bauch, Ryan and Goodwin",0 Corry Junction,Fortaleza,BR,2021-12-07,2022-06-17,33,256132588545
1159,Wiza-Stokes,146 Morningstar Pass,Rio de Janeiro,BR,2021-12-08,2022-04-26,81,514567774531
1160,Metz and Sons,49750 Muir Junction,Porto Alegre,BR,2021-12-08,2022-07-12,220,589777577150
1161,Jacobs LLC,2 Bashford Crossing,Santos,BR,2021-12-08,2022-02-03,388,860193583236
1162,Shanahan-Borer,557 Dexter Lane,Florianópolis,BR,2021-12-09,2022-05-01,793,786632705691
1163,Lemke and Sons,08561 Carpenter Plaza,Fortaleza,BR,2021-12-09,2022-06-25,314,347811405840
1164,Hoppe-Lowe,556 Lien Street,Florianópolis,BR,2021-12-09,2022-05-11,585,655196716466
1165,"Considine, Sanford and Walker",35724 Pepper Wood Parkway,Porto Alegre,BR,2021-12-09,2022-04-02,136,701935334140
1166,Yost and Sons,1 Loftsgordon Court,Santos,BR,2021-12-09,2022-10-04,239,500390055642
1167,Adams LLC,6 Troy Crossing,Fortaleza,BR,2021-12-09,2022-06-20,377,898149277312
1168,Davis-Greenholt,4 Merry Point,São Paulo,BR,2021-12-09,2022-01-18,499,902864294065
1169,Ratke Group,6572 Lien Alley,Florianópolis,BR,2021-12-10,2022-08-18,550,888764453692
1170,"Kuhn, Wyman and Koss",6 Thompson Court,Florianópolis,BR,2021-12-10,2022-05-02,113,511591962026
1171,"Powlowski, Berge and Mann",368 Brickson Park Avenue,Rio de Janeiro,BR,2021-12-11,2022-08-22,779,933157712165
1172,"Sauer, Schneider and Cole",4842 Ruskin Terrace,Santos,BR,2021-12-11,2022-01-22,534,613260740582
1173,Considine-Armstrong,3 Muir Road,Santos,BR,2021-12-11,2022-09-30,147,841030013065
1174,Hyatt-Krajcik,44058 Northridge Hill,Santos,BR,2021-12-11,2022-03-23,351,492313177856
1175,"Johnston, Hyatt and Shields",56 Stuart Alley,Fortaleza,BR,2021-12-11,2022-03-18,578,474636792620
1176,Prosacco LLC,560 Green Ridge Street,Porto Alegre,BR,2021-12-11,2022-09-22,481,497116268773
1177,Schuppe LLC,228 Toban Hill,Porto Alegre,BR,2021-12-12,2022-02-28,163,735719039077
1178,Russel Group,08066 Granby Park,Rio de Janeiro,BR,2021-12-12,2022-04-03,405,301977325184
1179,"Tromp, Volkman and Volkman",18757 Upham Avenue,Santos,BR,2021-12-12,2022-06-16,15,218852549788
1180,Schinner Group,319 Elmside Terrace,Porto Alegre,BR,2021-12-12,2022-04-03,152,398480925174
1181,Cole and Sons,87689 American Ash Pass,Florianópolis,BR,2021-12-12,2022-04-05,752,901855446320
1182,"Labadie, Cremin and Pacocha",8 Maryland Center,São Paulo,BR,2021-12-12,2022-01-24,776,299924602762
1183,Wolf Inc,93419 Fulton Street,Fortaleza,BR,2021-12-13,2022-08-14,479,654661662292
1184,Rau Inc,78992 4th Parkway,Santos,BR,2021-12-13,2022-09-21,793,167738857297
1185,"Yost, Kozey and Gorczany",4768 Cherokee Park,Rio de Janeiro,BR,2021-12-13,2022-05-28,67,635981691528
1186,Farrell LLC,4 Graceland Parkway,Rio de Janeiro,BR,2021-12-13,2022-08-20,196,432520548443
1187,Parisian-Gerhold,58 Larry Center,São Paulo,BR,2021-12-13,2022-05-25,796,767086487130
1188,"Bosco, Will and Marquardt",2501 Dryden Road,Santos,BR,2021-12-14,2022-01-31,396,519762211079
1189,"Wyman, Schumm and Monahan",4805 Continental Junction,Fortaleza,BR,2021-12-15,2022-03-01,199,708057381422
1190,"Bergnaum, Abshire and Haley",1402 Lotheville Road,Rio de Janeiro,BR,2021-12-15,2022-09-19,301,317808422399
1191,Romaguera Group,2 Hazelcrest Street,São Paulo,BR,2021-12-15,2022-03-30,237,528227443669
1192,Ritchie and Sons,93230 Norway Maple Center,Fortaleza,BR,2021-12-15,2022-01-25,564,831892891985
1193,D'Amore Inc,94 8th Lane,Brasilia,BR,2021-12-15,2022-09-23,202,683989118584
1194,Mertz Inc,4 Buena Vista Drive,Brasilia,BR,2021-12-15,2022-09-12,236,705937374684
1195,"Heidenreich, Hirthe and Glover",3 Grim Circle,Fortaleza,BR,2021-12-16,2022-03-27,608,661756074940
1196,Hackett-Wilkinson,1707 Independence Terrace,Brasilia,BR,2021-12-17,2022-09-03,375,501116874135
1197,Macejkovic and Sons,54 Barnett Circle,Rio de Janeiro,BR,2021-12-17,2022-06-03,139,512239128053
1198,Haley-Huels,09 Coleman Hill,Rio de Janeiro,BR,2021-12-18,2022-09-23,432,689435263411
1199,Bradtke-Murphy,44056 Saint Paul Drive,Porto Alegre,BR,2021-12-18,2022-10-05,403,822314748899
1200,Stokes-Carter,0401 Pennsylvania Trail,Santos,BR,2021-12-18,2022-06-16,709,788481715761
1201,Harvey Group,41962 Lotheville Road,São Paulo,BR,2021-12-18,2022-09-30,66,836129881500
1202,Rau-Tillman,12 Longview Alley,Fortaleza,BR,2021-12-19,2022-05-23,575,436999097519
1203,Connelly LLC,3670 Logan Hill,Florianópolis,BR,2021-12-19,2022-08-22,147,385104043628
1204,Towne LLC,97 Homewood Court,Fortaleza,BR,2021-12-19,2022-05-08,251,899049949521
1205,Bogan-Rutherford,46 Mayer Plaza,Fortaleza,BR,2021-12-19,2022-06-14,98,462715738055
1206,Von Group,5177 Miller Way,Florianópolis,BR,2021-12-20,2022-03-09,234,878945645638
1207,Beatty-Rutherford,31 Helena Terrace,Florianópolis,BR,2021-12-20,2022-04-24,616,356470579134
1208,"Willms, Kohler and Prosacco",8544 Sommers Lane,Rio de Janeiro,BR,2021-12-20,2022-09-02,365,566733451718
1209,Barrows-Hegmann,48 Clemons Parkway,Fortaleza,BR,2021-12-21,2022-02-11,96,729036362922
1210,Bins-Windler,27865 La Follette Plaza,Brasilia,BR,2021-12-22,2022-04-21,416,826526618051
1211,Lakin LLC,6132 Thackeray Place,São Paulo,BR,2021-12-22,2022-04-30,155,777771916815
1212,"Grimes, Pagac and Swaniawski",75 Tony Junction,São Paulo,BR,2021-12-24,2022-09-04,157,927291102845
1213,Kuhn Group,00 Brickson Park Terrace,Florianópolis,BR,2021-12-24,2022-06-25,698,896330310297
1214,"Hayes, Blick and Bogan",32 Doe Crossing Way,Rio de Janeiro,BR,2021-12-24,2022-03-07,351,360916579173
1215,Mayer LLC,1 Doe Crossing Street,Santos,BR,2021-12-25,2022-04-27,439,686594413636
1216,"Effertz, Schaden and Fisher",564 Summit Park,Rio de Janeiro,BR,2021-12-25,2022-07-28,739,415707305222
1217,Kutch Inc,2384 West Court,Brasilia,BR,2021-12-25,2022-08-24,746,795580168724
1218,Gleason-Bartoletti,0410 6th Circle,São Paulo,BR,2021-12-25,2022-07-22,101,190043406443
1219,Kerluke-Howe,8 Petterle Lane,Porto Alegre,BR,2021-12-25,2022-09-16,456,311410417311
1220,Nikolaus-Becker,5 Londonderry Point,Florianópolis,BR,2021-12-26,2022-08-11,650,185880829538
1221,Hagenes-Willms,2938 Clove Avenue,Porto Alegre,BR,2021-12-26,2022-07-11,14,380762197435
1222,Collins Inc,418 Crest Line Crossing,Florianópolis,BR,2021-12-26,2022-09-03,763,332084891790
1223,Jerde Inc,3174 Schiller Street,Florianópolis,BR,2021-12-27,2022-10-18,165,922614678056
1224,"McGlynn, Jaskolski and Heathcote",8420 Helena Point,Brasilia,BR,2021-12-27,2022-10-09,107,591490207042
1225,Satterfield Inc,0 Lotheville Avenue,Rio de Janeiro,BR,2021-12-27,2022-06-17,776,543543305774
1226,Kuphal-Murphy,51 Pierstorff Junction,Porto Alegre,BR,2021-12-27,2022-02-22,189,580125363540
1227,Jerde Inc,88303 Homewood Pass,Santos,BR,2021-12-28,2022-09-30,684,922614678056
1228,Hoeger-Jerde,05 Westridge Parkway,Brasilia,BR,2021-12-29,2022-04-20,504,461858352712
1229,"Stoltenberg, Smith and Lebsack",848 Packers Terrace,Florianópolis,BR,2021-12-29,2022-07-01,599,162142640232
1230,Ruecker-Walter,405 Schiller Alley,Fortaleza,BR,2021-12-29,2022-05-08,545,639889778776
1231,Quitzon LLC,85251 Sachs Point,Fortaleza,BR,2021-12-29,2022-02-19,230,930204835148
1232,Gleichner-Osinski,69167 Sunbrook Hill,Florianópolis,BR,2021-12-30,2022-05-06,90,761308617268
1233,McCullough-Cronin,67 Garrison Road,Rio de Janeiro,BR,2021-12-30,2022-07-21,59,598354023471
1234,"Bednar, Heller and Olson",529 Service Center,Santos,BR,2021-12-30,2022-08-18,228,273899009491
1235,Macejkovic and Sons,409 Sutherland Park,Florianópolis,BR,2021-12-30,2022-07-21,610,512239128053
1236,"Wehner, Wolf and Funk",1 Clarendon Hill,Santos,BR,2021-12-31,2022-05-15,515,247877596685
1237,O'Hara-Lind,235 Browning Drive,São Paulo,BR,2021-12-31,2022-03-16,758,445148442613
1238,Predovic-Brekke,76 Roth Circle,Rio de Janeiro,BR,2021-12-31,2022-08-15,791,758941168518
1239,"Shields, Predovic and Nienow",541 Bashford Street,Fortaleza,BR,2022-01-01,2022-05-07,596,555677958539
1240,"Dibbert, Daniel and Rice",3432 Park Meadow Trail,Brasilia,BR,2022-01-01,2022-03-06,784,315212110608
1241,Metz LLC,1829 Buhler Park,Porto Alegre,BR,2022-01-01,2022-03-20,634,197027046528
1242,Ruecker Group,33 Nova Terrace,Porto Alegre,BR,2022-01-01,2022-10-18,274,884817334505
1243,Keeling and Sons,64 Morning Center,Florianópolis,BR,2022-01-01,2022-10-02,440,694726663896
1244,Stark and Sons,0 Cody Parkway,São Paulo,BR,2022-01-01,2022-02-17,198,607098523756
1245,"Mills, Braun and Haley",4190 Dottie Avenue,Porto Alegre,BR,2022-01-02,2022-08-23,127,404578847357
1246,Toy Group,40738 Browning Court,Santos,BR,2022-01-02,2022-05-11,94,257441513229
1247,"McClure, Schulist and O'Kon",7 Sunnyside Parkway,Brasilia,BR,2022-01-02,2022-04-08,111,481001581217
1248,"Mosciski, West and Donnelly",0610 Moulton Junction,Fortaleza,BR,2022-01-03,2022-06-24,527,175615405533
1249,Boyer-Cole,05331 Washington Drive,São Paulo,BR,2022-01-03,2022-08-02,63,342491389713
1250,Zboncak Inc,00 Schmedeman Lane,Santos,BR,2022-01-03,2022-10-14,26,560625792225
1251,"Kessler, Green and Bins",74025 Emmet Point,Fortaleza,BR,2022-01-03,2022-08-02,650,261005092975
1252,Hermann-Herzog,0 Cambridge Center,Santos,BR,2022-01-03,2022-10-04,223,670219599633
1253,Zieme LLC,4 Everett Point,Rio de Janeiro,BR,2022-01-03,2022-03-01,778,684015079867
1254,"Schowalter, Wiza and Funk",7 Fordem Drive,Fortaleza,BR,2022-01-03,2022-07-29,191,797931996685
1255,"Durgan, Champlin and Kessler",0508 Algoma Hill,Santos,BR,2022-01-03,2022-04-07,142,941853632957
1256,Sanford-Mayer,7 Evergreen Circle,Porto Alegre,BR,2022-01-04,2022-05-03,222,884841966052
1257,Hodkiewicz-Tillman,01 Hollow Ridge Pass,Brasilia,BR,2022-01-04,2022-09-09,329,694498235655
1258,"Wilderman, Nicolas and Lindgren",376 Meadow Ridge Terrace,Porto Alegre,BR,2022-01-04,2022-02-19,798,894790525019
1259,"Thiel, McCullough and Armstrong",427 Forest Dale Hill,Santos,BR,2022-01-04,2022-08-28,603,634305180239
